merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{geo}ხანმოკლე,x ɑ n m ɔ kʼ l ɛ,0,ხანმოკლე,0
{geo}ხანძარი,x ɑ n d͡z ɑ r i,0,ხანძარი,0
{geo}ხანჯალი,x ɑ n d͡ʒ ɑ l i,0,ხანჯალი,0
{geo}ხარ,x ɑ r,0,ხარ,0
{geo}ხარაკირი,x ɑ r ɑ kʼ i r i,0,ხარაკირი,0
{geo}ხარბად,x ɑ r b ɑ d,0,ხარბად,0
{geo}ხარბი,x ɑ r b i,0,ხარბი,0
{geo}ხარვეზი,x ɑ r v ɛ z i,0,ხარვეზი,0
{geo}ხარი,x ɑ r i,0,ხარი,0
{geo}ხარისხი,x ɑ r i s x i,0,ხარისხი,0
{geo}ხარისხით,x ɑ r i s x i tʰ,0,ხარისხით,0
{geo}ხარისხის,x ɑ r i s x i s,0,ხარისხის,0
{geo}ხარისხმა,x ɑ r i s x m ɑ,0,ხარისხმა,0
{geo}ხარისხობრივად,x ɑ r i s x ɔ b r i v ɑ d,0,ხარისხობრივად,0
{geo}ხარისხობრივი,x ɑ r i s x ɔ b r i v i,0,ხარისხობრივი,0
{geo}ხარისხს,x ɑ r i s x s,0,ხარისხს,0
{geo}ხარკი,x ɑ r kʼ i,0,ხარკი,0
{geo}ხარშვა,x ɑ r ʃ v ɑ,0,ხარშვა,0
{geo}ხარხარი,x ɑ r x ɑ r i,0,ხარხარი,0
{geo}ხარჯავს,x ɑ r d͡ʒ ɑ v s,0,ხარჯავს,0
{geo}ხარჯი,x ɑ r d͡ʒ i,0,ხარჯი,0
{geo}ხასიათი,x ɑ s i ɑ tʰ i,0,ხასიათი,0
{geo}ხატები,x ɑ tʼ ɛ b i,0,ხატები,0
{geo}ხატვა,x ɑ tʼ v ɑ,0,ხატვა,0
{geo}ხატი,x ɑ tʼ i,0,ხატი,0
{geo}ხატია,x ɑ tʼ i ɑ,0,ხატია,0
{geo}ხატოვნად,x ɑ tʼ ɔ v n ɑ d,0,ხატოვნად,0
{geo}ხაფანგი,x ɑ pʰ ɑ n ɡ i,0,ხაფანგი,0
{geo}ხაჭაპური,x ɑ t͡ʃʼ ɑ pʼ u r i,0,ხაჭაპური,0
{geo}ხაჭო,x ɑ t͡ʃʼ ɔ,0,ხაჭო,0
{geo}ხახვი,x ɑ x v i,0,ხახვი,0
{geo}ხბო,x b ɔ,0,ხბო,0
{geo}ხე,x ɛ,0,ხე,0
{geo}ხედ,x ɛ d,0,ხედ,0
{geo}ხედავს,x ɛ d ɑ v s,0,ხედავს,0
{geo}ხედვა,x ɛ d v ɑ,0,ხედვა,0
{geo}ხეებად,x ɛ ɛ b ɑ d,0,ხეებად,0
{geo}ხეები,x ɛ ɛ b i,0,ხეები,0
{geo}ხეების,x ɛ ɛ b i s,0,ხეების,0
{geo}ხეებმა,x ɛ ɛ b m ɑ,0,ხეებმა,0
{geo}ხევსურეთი,x ɛ v s u r ɛ tʰ i,0,ხევსურეთი,0
{geo}ხევსური,x ɛ v s u r i,0,ხევსური,0
{geo}ხევსურული,x ɛ v s u r u l i,0,ხევსურული,0
{geo}ხეივანი,x ɛ i v ɑ n i,0,ხეივანი,0
{geo}ხელად,x ɛ l ɑ d,0,ხელად,0
{geo}ხელახლა,x ɛ l ɑ x l ɑ,0,ხელახლა,0
{geo}ხელბორკილი,x ɛ l b ɔ r kʼ i l i,0,ხელბორკილი,0
{geo}ხელბურთი,x ɛ l b u r tʰ i,0,ხელბურთი,0
{geo}ხელგაშლილი,x ɛ l ɡ ɑ ʃ l i l i,0,ხელგაშლილი,0
{geo}ხელთათმანი,x ɛ l tʰ ɑ tʰ m ɑ n i,0,ხელთათმანი,0
{geo}ხელი,x ɛ l i,0,ხელი,0
{geo}ხელის,x ɛ l i s,0,ხელის,0
{geo}ხელისუფალი,x ɛ l i s u pʰ ɑ l i,0,ხელისუფალი,0
{geo}ხელისუფლება,x ɛ l i s u pʰ l ɛ b ɑ,0,ხელისუფლება,0
{geo}ხელისუფლებამ,x ɛ l i s u pʰ l ɛ b ɑ m,0,ხელისუფლებამ,0
{geo}ხელკეტი,x ɛ l kʼ ɛ tʼ i,0,ხელკეტი,0
{geo}ხელმა,x ɛ l m ɑ,0,ხელმა,0
{geo}ხელმოკლე,x ɛ l m ɔ kʼ l ɛ,0,ხელმოკლე,0
{geo}ხელმომწერი,x ɛ l m ɔ m t͡sʼ ɛ r i,0,ხელმომწერი,0
{geo}ხელმოუწერელი,x ɛ l m ɔ u t͡sʼ ɛ r ɛ l i,0,ხელმოუწერელი,0
{geo}ხელმოწერა,x ɛ l m ɔ t͡sʼ ɛ r ɑ,0,ხელმოწერა,0
{geo}ხელმძღვანელი,x ɛ l m d͡z ɣ v ɑ n ɛ l i,0,ხელმძღვანელი,0
{geo}ხელმძღვანელობა,x ɛ l m d͡z ɣ v ɑ n ɛ l ɔ b ɑ,0,ხელმძღვანელობა,0
{geo}ხელმწიფე,x ɛ l m t͡sʼ i pʰ ɛ,0,ხელმწიფე,0
{geo}ხელნაწერი,x ɛ l n ɑ t͡sʼ ɛ r i,0,ხელნაწერი,0
{geo}ხელობა,x ɛ l ɔ b ɑ,0,ხელობა,0
{geo}ხელოვანი,x ɛ l ɔ v ɑ n i,0,ხელოვანი,0
{geo}ხელოვნება,x ɛ l ɔ v n ɛ b ɑ,0,ხელოვნება,0
{geo}ხელოვნებად,x ɛ l ɔ v n ɛ b ɑ d,0,ხელოვნებად,0
{geo}ხელოვნებამ,x ɛ l ɔ v n ɛ b ɑ m,0,ხელოვნებამ,0
{geo}ხელოვნების,x ɛ l ɔ v n ɛ b i s,0,ხელოვნების,0
{geo}ხელოვნურად,x ɛ l ɔ v n u r ɑ d,0,ხელოვნურად,0
{geo}ხელოვნური,x ɛ l ɔ v n u r i,0,ხელოვნური,0
{geo}ხელოსანი,x ɛ l ɔ s ɑ n i,0,ხელოსანი,0
{geo}ხელს,x ɛ l s,0,ხელს,0
{geo}ხელსაყრელი,x ɛ l s ɑ qʼ r ɛ l i,0,ხელსაყრელი,0
{geo}ხელსაწყო,x ɛ l s ɑ t͡sʼ qʼ ɔ,0,ხელსაწყო,0
{geo}ხელსახოცი,x ɛ l s ɑ x ɔ t͡s i,0,ხელსახოცი,0
{geo}ხელუხლებელი,x ɛ l u x l ɛ b ɛ l i,0,ხელუხლებელი,0
{geo}ხელყუმბარა,x ɛ l qʼ u m b ɑ r ɑ,0,ხელყუმბარა,0
{geo}ხელშეკრულება,x ɛ l ʃ ɛ kʼ r u l ɛ b ɑ,0,ხელშეკრულება,0
{geo}ხელშესახები,x ɛ l ʃ ɛ s ɑ x ɛ b i,0,ხელშესახები,0
{geo}ხელშეუხებელი,x ɛ l ʃ ɛ u x ɛ b ɛ l i,0,ხელშეუხებელი,0
{geo}ხელშეწყობა,x ɛ l ʃ ɛ t͡sʼ qʼ ɔ b ɑ,0,ხელშეწყობა,0
{geo}ხელცარიელი,x ɛ l t͡s ɑ r i ɛ l i,0,ხელცარიელი,0
{geo}ხელწამოსაკრავი,x ɛ l t͡sʼ ɑ m ɔ s ɑ kʼ r ɑ v i,0,ხელწამოსაკრავი,0
{geo}ხელწერა,x ɛ l t͡sʼ ɛ r ɑ,0,ხელწერა,0
{geo}ხეობა,x ɛ ɔ b ɑ,0,ხეობა,0
{geo}ხეპრე,x ɛ pʼ r ɛ,0,ხეპრე,0
{geo}ხერხემალი,x ɛ r x ɛ m ɑ l i,0,ხერხემალი,0
{geo}ხერხი,x ɛ r x i,0,ხერხი,0
{geo}ხერხმა,x ɛ r x m ɑ,0,ხერხმა,0
{geo}ხერხს,x ɛ r x s,0,ხერხს,0
{geo}ხეს,x ɛ s,0,ხეს,0
{geo}ხეტიალი,x ɛ tʼ i ɑ l i,0,ხეტიალი,0
{geo}ხვალ,x v ɑ l,0,ხვალ,0
{geo}ხვალინდელი,x v ɑ l i n d ɛ l i,0,ხვალინდელი,0
{geo}ხვედრი,x v ɛ d r i,0,ხვედრი,0
{geo}ხველა,x v ɛ l ɑ,0,ხველა,0
{geo}ხვირიკა,x v i r i kʼ ɑ,0,ხვირიკა,0
{geo}ხვლიკი,x v l i kʼ i,0,ხვლიკი,0
{geo}ხვრელი,x v r ɛ l i,0,ხვრელი,0
{geo}ხვრეპს,x v r ɛ pʼ s,0,ხვრეპს,0
{geo}ხვრინვა,x v r i n v ɑ,0,ხვრინვა,0
{geo}ხიბლი,x i b l i,0,ხიბლი,0
{geo}ხიზანიშვილი,x i z ɑ n i ʃ v i l i,0,ხიზანიშვილი,0
{geo}ხიზილალა,x i z i l ɑ l ɑ,0,ხიზილალა,0
{geo}ხილვა,x i l v ɑ,0,ხილვა,0
{geo}ხილი,x i l i,0,ხილი,0
{geo}ხილული,x i l u l i,0,ხილული,0
{geo}ხინკალი,x i n kʼ ɑ l i,0,ხინკალი,0
{geo}ხის,x i s,0,ხის,0
{geo}ხისტად,x i s tʼ ɑ d,0,ხისტად,0
{geo}ხიფათი,x i pʰ ɑ tʰ i,0,ხიფათი,0
{geo}ხიშტი,x i ʃ tʼ i,0,ხიშტი,0
{geo}ხიწვი,x i t͡sʼ v i,0,ხიწვი,0
{geo}ხმად,x m ɑ d,0,ხმად,0
{geo}ხმადაბლა,x m ɑ d ɑ b l ɑ,0,ხმადაბლა,0
{geo}ხმამ,x m ɑ m,0,ხმამ,0
{geo}ხმამაღალი,x m ɑ m ɑ ɣ ɑ l i,0,ხმამაღალი,0
{geo}ხმარება,x m ɑ r ɛ b ɑ,0,ხმარება,0
{geo}ხმას,x m ɑ s,0,ხმას,0
{geo}ხმაური,x m ɑ u r i,0,ხმაური,0
{geo}ხმაურიანად,x m ɑ u r i ɑ n ɑ d,0,ხმაურიანად,0
{geo}ხმაურიანი,x m ɑ u r i ɑ n i,0,ხმაურიანი,0
{geo}ხმაურით,x m ɑ u r i tʰ,0,ხმაურით,0
{geo}ხმელი,x m ɛ l i,0,ხმელი,0
{geo}ხმის,x m i s,0,ხმის,0
{geo}ხმოვანი,x m ɔ v ɑ n i,0,ხმოვანი,0
{geo}ხო,x ɔ,0,ხო,0
{geo}ხოდა,x ɔ d ɑ,0,ხოდა,0
{geo}ხოლო,x ɔ l ɔ,0,ხოლო,0
{geo}ხომ,x ɔ m,0,ხომ,0
{geo}ხორბალი,x ɔ r b ɑ l i,0,ხორბალი,0
{geo}ხორვატია,x ɔ r v ɑ tʼ i ɑ,0,ხორვატია,0
{geo}ხორკლიანი,x ɔ r kʼ l i ɑ n i,0,ხორკლიანი,0
{geo}ხორუმი,x ɔ r u m i,0,ხორუმი,0
{geo}ხორცი,x ɔ r t͡s i,0,ხორცი,0
{geo}ხორციანი,x ɔ r t͡s i ɑ n i,0,ხორციანი,0
{geo}ხორციელი,x ɔ r t͡s i ɛ l i,0,ხორციელი,0
{geo}ხორცშესხმული,x ɔ r t͡s ʃ ɛ s x m u l i,0,ხორცშესხმული,0
{geo}ხოტბა,x ɔ tʼ b ɑ,0,ხოტბა,0
{geo}ხოცვა,x ɔ t͡s v ɑ,0,ხოცვა,0
{geo}ხოჭო,x ɔ t͡ʃʼ ɔ,0,ხოჭო,0
{geo}ხოხობი,x ɔ x ɔ b i,0,ხოხობი,0
{geo}ხრამი,x r ɑ m i,0,ხრამი,0
{geo}ხრეში,x r ɛ ʃ i,0,ხრეში,0
{geo}ხრიკი,x r i kʼ i,0,ხრიკი,0
{geo}ხრინწიანი,x r i n t͡sʼ i ɑ n i,0,ხრინწიანი,0
{geo}ხროვა,x r ɔ v ɑ,0,ხროვა,0
{geo}ხსენება,x s ɛ n ɛ b ɑ,0,ხსენება,0
{geo}ხსნა,x s n ɑ,0,ხსნა,0
{geo}ხსნადი,x s n ɑ d i,0,ხსნადი,0
{geo}ხსნის,x s n i s,0,ხსნის,0
{geo}ხტომა,x tʼ ɔ m ɑ,0,ხტომა,0
{geo}ხუთჭიდი,x u tʰ t͡ʃʼ i d i,0,ხუთჭიდი,0
{geo}ხულიგანი,x u l i ɡ ɑ n i,0,ხულიგანი,0
{geo}ხულიგნობა,x u l i ɡ n ɔ b ɑ,0,ხულიგნობა,0
{geo}ხულიგნური,x u l i ɡ n u r i,0,ხულიგნური,0
{geo}ხუმარა,x u m ɑ r ɑ,0,ხუმარა,0
{geo}ხუმრობა,x u m r ɔ b ɑ,0,ხუმრობა,0
{geo}ხუმრობით,x u m r ɔ b i tʰ,0,ხუმრობით,0
{geo}ხუმრობს,x u m r ɔ b s,0,ხუმრობს,0
{geo}ხურავს,x u r ɑ v s,0,ხურავს,0
{geo}ხურდა,x u r d ɑ,0,ხურდა,0
{geo}ხუხულა,x u x u l ɑ,0,ხუხულა,0
{geo}ხშირად,x ʃ i r ɑ d,0,ხშირად,0
{geo}ჯაბა,d͡ʒ ɑ b ɑ,0,ჯაბა,0
{geo}ჯადოსნურად,d͡ʒ ɑ d ɔ s n u r ɑ d,0,ჯადოსნურად,0
{geo}ჯადოქარი,d͡ʒ ɑ d ɔ kʰ ɑ r i,0,ჯადოქარი,0
{geo}ჯადოქრობა,d͡ʒ ɑ d ɔ kʰ r ɔ b ɑ,0,ჯადოქრობა,0
{geo}ჯავშანი,d͡ʒ ɑ v ʃ ɑ n i,0,ჯავშანი,0
{geo}ჯავშნიანი,d͡ʒ ɑ v ʃ n i ɑ n i,0,ჯავშნიანი,0
{geo}ჯაზური,d͡ʒ ɑ z u r i,0,ჯაზური,0
{geo}ჯალათი,d͡ʒ ɑ l ɑ tʰ i,0,ჯალათი,0
{geo}ჯალაღონია,d͡ʒ ɑ l ɑ ɣ ɔ n i ɑ,0,ჯალაღონია,0
{geo}ჯამაგირი,d͡ʒ ɑ m ɑ ɡ i r i,0,ჯამაგირი,0
{geo}ჯამბაზი,d͡ʒ ɑ m b ɑ z i,0,ჯამბაზი,0
{geo}ჯამი,d͡ʒ ɑ m i,0,ჯამი,0
{geo}ჯანაშია,d͡ʒ ɑ n ɑ ʃ i ɑ,0,ჯანაშია,0
{geo}ჯანგირაშვილი,d͡ʒ ɑ n ɡ i r ɑ ʃ v i l i,0,ჯანგირაშვილი,0
{geo}ჯანდაბა,d͡ʒ ɑ n d ɑ b ɑ,0,ჯანდაბა,0
{geo}ჯანი,d͡ʒ ɑ n i,0,ჯანი,0
{geo}ჯანმრთელად,d͡ʒ ɑ n m r tʰ ɛ l ɑ d,0,ჯანმრთელად,0
{geo}ჯანმრთელი,d͡ʒ ɑ n m r tʰ ɛ l i,0,ჯანმრთელი,0
{geo}ჯანმრთელობა,d͡ʒ ɑ n m r tʰ ɛ l ɔ b ɑ,0,ჯანმრთელობა,0
{geo}ჯანსაღად,d͡ʒ ɑ n s ɑ ɣ ɑ d,0,ჯანსაღად,0
{geo}ჯანსაღი,d͡ʒ ɑ n s ɑ ɣ i,0,ჯანსაღი,0
{geo}ჯართი,d͡ʒ ɑ r tʰ i,0,ჯართი,0
{geo}ჯარი,d͡ʒ ɑ r i,0,ჯარი,0
{geo}ჯარიმა,d͡ʒ ɑ r i m ɑ,0,ჯარიმა,0
{geo}ჯარისკაცი,d͡ʒ ɑ r i s kʼ ɑ t͡s i,0,ჯარისკაცი,0
{geo}ჯაჭვი,d͡ʒ ɑ t͡ʃʼ v i,0,ჯაჭვი,0
{geo}ჯგუფი,d͡ʒ ɡ u pʰ i,0,ჯგუფი,0
{geo}ჯგუფური,d͡ʒ ɡ u pʰ u r i,0,ჯგუფური,0
{geo}ჯდომა,d͡ʒ d ɔ m ɑ,0,ჯდომა,0
{geo}ჯებირი,d͡ʒ ɛ b i r i,0,ჯებირი,0
{geo}ჯეიმსი,d͡ʒ ɛ i m s i,0,ჯეიმსი,0
{geo}ჯენი,d͡ʒ ɛ n i,0,ჯენი,0
{geo}ჯენიფერი,d͡ʒ ɛ n i pʰ ɛ r i,0,ჯენიფერი,0
{geo}ჯერ,d͡ʒ ɛ r,0,ჯერ,0
{geo}ჯერი,d͡ʒ ɛ r i,0,ჯერი,0
{geo}ჯეროვნად,d͡ʒ ɛ r ɔ v n ɑ d,0,ჯეროვნად,0
{geo}ჯერომი,d͡ʒ ɛ r ɔ m i,0,ჯერომი,0
{geo}ჯვალო,d͡ʒ v ɑ l ɔ,0,ჯვალო,0
{geo}ჯვარედინი,d͡ʒ v ɑ r ɛ d i n i,0,ჯვარედინი,0
{geo}ჯვაროსნული,d͡ʒ v ɑ r ɔ s n u l i,0,ჯვაროსნული,0
{geo}ჯვარცმა,d͡ʒ v ɑ r t͡s m ɑ,0,ჯვარცმა,0
{geo}ჯვრისწერა,d͡ʒ v r i s t͡sʼ ɛ r ɑ,0,ჯვრისწერა,0
{geo}ჯიბგირი,d͡ʒ i b ɡ i r i,0,ჯიბგირი,0
{geo}ჯიბე,d͡ʒ i b ɛ,0,ჯიბე,0
{geo}ჯიგარი,d͡ʒ i ɡ ɑ r i,0,ჯიგარი,0
{geo}ჯილდო,d͡ʒ i l d ɔ,0,ჯილდო,0
{geo}ჯიმი,d͡ʒ i m i,0,ჯიმი,0
{geo}ჯიპი,d͡ʒ i pʼ i,0,ჯიპი,0
{geo}ჯირკვალი,d͡ʒ i r kʼ v ɑ l i,0,ჯირკვალი,0
{geo}ჯიუტი,d͡ʒ i u tʼ i,0,ჯიუტი,0
{geo}ჯიშიანი,d͡ʒ i ʃ i ɑ n i,0,ჯიშიანი,0
{geo}ჯიხვი,d͡ʒ i x v i,0,ჯიხვი,0
{geo}ჯიჰადი,d͡ʒ i h ɑ d i,0,ჯიჰადი,0
{geo}ჯმუხი,d͡ʒ m u x i,0,ჯმუხი,0
{geo}ჯო,d͡ʒ ɔ,0,ჯო,0
{geo}ჯოანა,d͡ʒ ɔ ɑ n ɑ,0,ჯოანა,0
{geo}ჯოი,d͡ʒ ɔ i,0,ჯოი,0
{geo}ჯოისი,d͡ʒ ɔ i s i,0,ჯოისი,0
{geo}ჯონ,d͡ʒ ɔ n,0,ჯონ,0
{geo}ჯონი,d͡ʒ ɔ n i,0,ჯონი,0
{geo}ჯონჯოლი,d͡ʒ ɔ n d͡ʒ ɔ l i,0,ჯონჯოლი,0
{geo}ჯორჯ,d͡ʒ ɔ r d͡ʒ,0,ჯორჯ,0
{geo}ჯორჯი,d͡ʒ ɔ r d͡ʒ i,0,ჯორჯი,0
{geo}ჯოული,d͡ʒ ɔ u l i,0,ჯოული,0
{geo}ჯოშუა,d͡ʒ ɔ ʃ u ɑ,0,ჯოშუა,0
{geo}ჯოხი,d͡ʒ ɔ x i,0,ჯოხი,0
{geo}ჯოჯოხეთი,d͡ʒ ɔ d͡ʒ ɔ x ɛ tʰ i,0,ჯოჯოხეთი,0
{geo}ჯოჯოხეთური,d͡ʒ ɔ d͡ʒ ɔ x ɛ tʰ u r i,0,ჯოჯოხეთური,0
{geo}ჯულიეტა,d͡ʒ u l i ɛ tʼ ɑ,0,ჯულიეტა,0
{geo}ჯურღმული,d͡ʒ u r ɣ m u l i,0,ჯურღმული,0
{geo}ჯუღაშვილი,d͡ʒ u ɣ ɑ ʃ v i l i,0,ჯუღაშვილი,0
{geo}ჯუჯა,d͡ʒ u d͡ʒ ɑ,0,ჯუჯა,0
{geo}ჰა,h ɑ,0,ჰა,0
{geo}ჰაერი,h ɑ ɛ r i,0,ჰაერი,0
{geo}ჰაეროვანი,h ɑ ɛ r ɔ v ɑ n i,0,ჰაეროვანი,0
{geo}ჰაეროვნად,h ɑ ɛ r ɔ v n ɑ d,0,ჰაეროვნად,0
{geo}ჰალსტუხი,h ɑ l s tʼ u x i,0,ჰალსტუხი,0
{geo}ჰამაკი,h ɑ m ɑ kʼ i,0,ჰამაკი,0
{geo}ჰამბურგი,h ɑ m b u r ɡ i,0,ჰამბურგი,0
{geo}ჰანი,h ɑ n i,0,ჰანი,0
{geo}ჰარამხანა,h ɑ r ɑ m x ɑ n ɑ,0,ჰარამხანა,0
{geo}ჰარმონია,h ɑ r m ɔ n i ɑ,0,ჰარმონია,0
{geo}ჰარმონიზაცია,h ɑ r m ɔ n i z ɑ t͡s i ɑ,0,ჰარმონიზაცია,0
{geo}ჰარმონიულად,h ɑ r m ɔ n i u l ɑ d,0,ჰარმონიულად,0
{geo}ჰგონია,h ɡ ɔ n i ɑ,0,ჰგონია,0
{geo}ჰეგემონია,h ɛ ɡ ɛ m ɔ n i ɑ,0,ჰეგემონია,0
{geo}ჰედლაინი,h ɛ d l ɑ i n i,0,ჰედლაინი,0
{geo}ჰელიოგრაფი,h ɛ l i ɔ ɡ r ɑ pʰ i,0,ჰელიოგრაფი,0
{geo}ჰელსინკი,h ɛ l s i n kʼ i,0,ჰელსინკი,0
{geo}ჰეპატიტი,h ɛ pʼ ɑ tʼ i tʼ i,0,ჰეპატიტი,0
{geo}ჰერალდიკა,h ɛ r ɑ l d i kʼ ɑ,0,ჰერალდიკა,0
{geo}ჰერალდიკური,h ɛ r ɑ l d i kʼ u r i,0,ჰერალდიკური,0
{geo}ჰერმეტულად,h ɛ r m ɛ tʼ u l ɑ d,0,ჰერმეტულად,0
{geo}ჰეროინი,h ɛ r ɔ i n i,0,ჰეროინი,0
{geo}ჰერცი,h ɛ r t͡s i,0,ჰერცი,0
{geo}ჰერცოგი,h ɛ r t͡s ɔ ɡ i,0,ჰერცოგი,0
{geo}ჰეტეროსექსუალი,h ɛ tʼ ɛ r ɔ s ɛ kʰ s u ɑ l i,0,ჰეტეროსექსუალი,0
{geo}ჰიბრიდი,h i b r i d i,0,ჰიბრიდი,0
{geo}ჰიგიენური,h i ɡ i ɛ n u r i,0,ჰიგიენური,0
{geo}ჰიდრა,h i d r ɑ,0,ჰიდრა,0
{geo}ჰილარი,h i l ɑ r i,0,ჰილარი,0
{geo}ჰიმნი,h i m n i,0,ჰიმნი,0
{geo}ჰიპნოტიზიორი,h i pʼ n ɔ tʼ i z i ɔ r i,0,ჰიპნოტიზიორი,0
{geo}ჰიპოთეზა,h i pʼ ɔ tʰ ɛ z ɑ,0,ჰიპოთეზა,0
{geo}ჰკითხავს,h kʼ i tʰ x ɑ v s,0,ჰკითხავს,0
{geo}ჰობი,h ɔ b i,0,ჰობი,0
{geo}ჰობოისტი,h ɔ b ɔ i s tʼ i,0,ჰობოისტი,0
{geo}ჰოლანდია,h ɔ l ɑ n d i ɑ,0,ჰოლანდია,0
{geo}ჰოლანდიელი,h ɔ l ɑ n d i ɛ l i,0,ჰოლანდიელი,0
{geo}ჰოლანდიური,h ɔ l ɑ n d i u r i,0,ჰოლანდიური,0
{geo}ჰომეოპათია,h ɔ m ɛ ɔ pʼ ɑ tʰ i ɑ,0,ჰომეოპათია,0
{geo}ჰომოსექსუალი,h ɔ m ɔ s ɛ kʰ s u ɑ l i,0,ჰომოსექსუალი,0
{geo}ჰომოსექსუალობა,h ɔ m ɔ s ɛ kʰ s u ɑ l ɔ b ɑ,0,ჰომოსექსუალობა,0
{geo}ჰონდურასი,h ɔ n d u r ɑ s i,0,ჰონდურასი,0
{geo}ჰონორარი,h ɔ n ɔ r ɑ r i,0,ჰონორარი,0
{geo}ჰორაციო,h ɔ r ɑ t͡s i ɔ,0,ჰორაციო,0
{geo}ჰორმონი,h ɔ r m ɔ n i,0,ჰორმონი,0
{geo}ჰოროსკოპი,h ɔ r ɔ s kʼ ɔ pʼ i,0,ჰოროსკოპი,0
{geo}ჰუმანისტი,h u m ɑ n i s tʼ i,0,ჰუმანისტი,0
{geo}ჰუმანიტარული,h u m ɑ n i tʼ ɑ r u l i,0,ჰუმანიტარული,0
{geo}ჰუმანურად,h u m ɑ n u r ɑ d,0,ჰუმანურად,0
{geo}ჰუმანური,h u m ɑ n u r i,0,ჰუმანური,0
{geo}ჰუსარი,h u s ɑ r i,0,ჰუსარი,0
{geo}ჰქვია,h kʰ v i ɑ,0,ჰქვია,0
